text	tags_whitespace_sep
ὁ Ἰωάννης δὲ διεκώλυεν αὐτὸν λέγων Ἐγὼ χρείαν ἔχω ὑπὸ σοῦ βαπτισθῆναι καὶ σὺ ἔρχῃ πρός με 	speech_act #predicating instantiator_construal $process objectifying circumstance alertness internal_orientation development_marker progressive 
Ἐγὼ χρείαν ἔχω ὑπὸ σοῦ βαπτισθῆναι καὶ σὺ ἔρχῃ πρός με 	speech_act #predicating grouped interrogative 
ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν Ἄφες ἄρτι οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην 	speech_act #predicating circumstance instantiator_construal $process circumstance objectifying complete internal_orientation development_marker progressive 
Ἄφες ἄρτι 	speech_act #predicating $process circumstance complete direction_tbd interactant_indication_tbd 
οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην 	speech_act #predicating circumstance complementary_property $process circumstance alertness instantiator_construal development_marker supporting 
τότε ἀφίησιν αὐτόν 	speech_act #predicating circumstance $process objectifying alertness 
βαπτισθεὶς δὲ ὁ Ἰησοῦς εὐθὺς ἀνέβη ἀπὸ τοῦ ὕδατος 	speech_act #predicating circumstance instantiator_construal circumstance $process circumstance complete internal_orientation development_marker progressive 
καὶ ἰδοὺ ἠνεῴχθησαν οἱ οὐρανοί 	development_marker speech_act augmented #predicating subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd instantiator_construal internal_orientation 
καὶ εἶδεν πνεῦμα θεοῦ καταβαῖνον ὡσεὶ περιστερὰν ἐρχόμενον ἐπ’ αὐτόν 	development_marker speech_act #predicating $process objectifying complementary_property complete internal_orientation 
καὶ ἰδοὺ φωνὴ ἐκ τῶν οὐρανῶν λέγουσα Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός ἐν ᾧ εὐδόκησα 	development_marker speech_act augmented #predicating instantiator_construal circumstance circumstance presumed direction_tbd interactant_indication_tbd 
Οὗτός ἐστιν ὁ υἱός μου ὁ ἀγαπητός ἐν ᾧ εὐδόκησα 	speech_act #predicating instantiator_construal $process complementary_property alertness circumstance 
Τότε ὁ Ἰησοῦς ἀνήχθη εἰς τὴν ἔρημον ὑπὸ τοῦ πνεύματος πειρασθῆναι ὑπὸ τοῦ διαβόλου 	speech_act #predicating circumstance instantiator_construal subjective_participation_type_tbd $process circumstance circumstance circumstance complete objectifying #externalization centrality_tbd internal_orientation 
καὶ νηστεύσας ἡμέρας τεσσεράκοντα καὶ νύκτας τεσσεράκοντα ὕστερον ἐπείνασεν 	development_marker speech_act #predicating circumstance circumstance $process complete internal_orientation 
καὶ προσελθὼν ὁ πειράζων εἶπεν αὐτῷ Εἰ υἱὸς τοῦ θεοῦ εἶ εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται 	development_marker speech_act #predicating circumstance instantiator_construal $process objectifying extra_participant medial-final complete internal_orientation 
Εἰ υἱὸς τοῦ θεοῦ εἶ εἰπὲ ἵνα οἱ λίθοι οὗτοι ἄρτοι γένωνται 	speech_act #predicating circumstance $process objectifying centrality_tbd complete direction_tbd interactant_indication_tbd 
ὁ δὲ ἀποκριθεὶς εἶπεν Γέγραπται Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ὁ ἄνθρωπος ἀλλ’ ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ 	speech_act #predicating instantiator_construal circumstance $process objectifying complete internal_orientation development_marker progressive 
Γέγραπται Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ὁ ἄνθρωπος ἀλλ’ ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ 	speech_act #predicating subjective_participation_type_tbd $process alertness complete objectifying #externalization centrality_tbd instantiator_construal 
Οὐκ ἐπ’ ἄρτῳ μόνῳ ζήσεται ὁ ἄνθρωπος ἀλλ’ ἐπὶ παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος θεοῦ 	speech_act #predicating grouped 
Τότε παραλαμβάνει αὐτὸν ὁ διάβολος εἰς τὴν ἁγίαν πόλιν καὶ ἔστησεν αὐτὸν ἐπὶ τὸ πτερύγιον τοῦ ἱεροῦ καὶ λέγει αὐτῷ Εἰ υἱὸς τοῦ θεοῦ εἶ βάλε σεαυτὸν κάτω γέγραπται γὰρ ὅτι Τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ καὶ ἐπὶ χειρῶν ἀροῦσίν σε μήποτε προσκόψῃς πρὸς λίθον τὸν πόδα σου 	speech_act #predicating grouped orientation_tbd 
Εἰ υἱὸς τοῦ θεοῦ εἶ βάλε σεαυτὸν κάτω 	speech_act #predicating circumstance $process objectifying circumstance complete direction_tbd interactant_indication_tbd 
γέγραπται γὰρ ὅτι Τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ καὶ ἐπὶ χειρῶν ἀροῦσίν σε μήποτε προσκόψῃς πρὸς λίθον τὸν πόδα σου 	speech_act #predicating subjective_participation_type_tbd $process alertness complete objectifying #externalization centrality_tbd instantiator_construal development_marker supporting 
Τοῖς ἀγγέλοις αὐτοῦ ἐντελεῖται περὶ σοῦ καὶ ἐπὶ χειρῶν ἀροῦσίν σε μήποτε προσκόψῃς πρὸς λίθον τὸν πόδα σου 	speech_act #predicating grouped 
ἔφη αὐτῷ ὁ Ἰησοῦς Πάλιν γέγραπται Οὐκ ἐκπειράσεις κύριον τὸν θεόν σου 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal internal_orientation 
Πάλιν γέγραπται Οὐκ ἐκπειράσεις κύριον τὸν θεόν σου 	speech_act #predicating circumstance subjective_participation_type_tbd $process alertness complete objectifying #externalization centrality_tbd instantiator_construal 
Οὐκ ἐκπειράσεις κύριον τὸν θεόν σου 	speech_act #predicating grouped interactant speaker_excluded 
Πάλιν παραλαμβάνει αὐτὸν ὁ διάβολος εἰς ὄρος ὑψηλὸν λίαν καὶ δείκνυσιν αὐτῷ πάσας τὰς βασιλείας τοῦ κόσμου καὶ τὴν δόξαν αὐτῶν καὶ εἶπεν αὐτῷ Ταῦτά πάντα σοι δώσω ἐὰν πεσὼν προσκυνήσῃς μοι 	speech_act #predicating grouped orientation_tbd 
Ταῦτά πάντα σοι δώσω ἐὰν πεσὼν προσκυνήσῃς μοι 	speech_act #predicating objectifying extra_participant medial-final $process complete expected circumstance interactant 
τότε λέγει αὐτῷ ὁ Ἰησοῦς Ὕπαγε Σατανᾶ γέγραπται γάρ Κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις 	speech_act #predicating circumstance $process objectifying extra_participant medial-final alertness instantiator_construal 
Ὕπαγε Σατανᾶ 	speech_act #predicating $process alertness direction_tbd interactant_indication_tbd augmented 
γέγραπται γάρ Κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις 	speech_act #predicating subjective_participation_type_tbd $process alertness complete objectifying #externalization centrality_tbd instantiator_construal development_marker supporting 
Κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις 	speech_act #predicating grouped 
τότε ἀφίησιν αὐτὸν ὁ διάβολος 	speech_act #predicating circumstance $process objectifying alertness instantiator_construal 
καὶ ἰδοὺ ἄγγελοι προσῆλθον καὶ διηκόνουν αὐτῷ 	development_marker speech_act augmented #predicating grouped internal_orientation 
Ἀκούσας ὅτι Ἰωάννης παρεδόθη δὲ ἀνεχώρησεν εἰς τὴν Γαλιλαίαν 	speech_act #predicating circumstance $process circumstance complete internal_orientation development_marker progressive 
καὶ καταλιπὼν τὴν Ναζαρὰ ἐλθὼν κατῴκησεν εἰς Καφαρναοὺμ τὴν παραθαλασσίαν ἐν ὁρίοις Ζαβουλὼν καὶ Νεφθαλίμ ἵνα πληρωθῇ τὸ ῥηθὲν διὰ Ἠσαΐου τοῦ προφήτου λέγοντος Γῆ Ζαβουλὼν καὶ γῆ Νεφθαλίμ ὁδὸν θαλάσσης πέραν τοῦ Ἰορδάνου Γαλιλαία τῶν ἐθνῶν ὁ λαὸς ὁ καθήμενος ἐν σκοτίᾳ φῶς μέγα εἶδεν καὶ τοῖς καθημένοις ἐν χώρᾳ καὶ σκιᾷ θανάτου φῶς ἀνέτειλεν αὐτοῖς 	development_marker speech_act #predicating circumstance circumstance $process circumstance complete circumstance internal_orientation 
Γῆ Ζαβουλὼν καὶ γῆ Νεφθαλίμ ὁδὸν θαλάσσης πέραν τοῦ Ἰορδάνου Γαλιλαία τῶν ἐθνῶν ὁ λαὸς ὁ καθήμενος ἐν σκοτίᾳ φῶς μέγα εἶδεν καὶ τοῖς καθημένοις ἐν χώρᾳ καὶ σκιᾷ θανάτου φῶς ἀνέτειλεν αὐτοῖς 	speech_act augmented #predicating grouped internal_orientation 
Ἀπὸ τότε ἤρξατο ὁ Ἰησοῦς κηρύσσειν καὶ λέγειν Μετανοεῖτε ἤγγικεν γὰρ ἡ βασιλεία τῶν οὐρανῶν 	speech_act #predicating circumstance affected $process objectifying complete instantiator_construal internal_orientation 
Μετανοεῖτε 	speech_act #predicating $process alertness direction_tbd interactant_indication_tbd 
ἤγγικεν γὰρ ἡ βασιλεία τῶν οὐρανῶν 	speech_act #predicating $process alertness complete instantiator_construal development_marker supporting 
Περιπατῶν παρὰ τὴν θάλασσαν τῆς Γαλιλαίας δὲ εἶδεν δύο ἀδελφούς Σίμωνα τὸν λεγόμενον Πέτρον καὶ Ἀνδρέαν τὸν ἀδελφὸν αὐτοῦ βάλλοντας ἀμφίβληστρον εἰς τὴν θάλασσαν 	speech_act #predicating circumstance $process objectifying complementary_property complete internal_orientation development_marker progressive 
ἦσαν γὰρ ἁλιεῖς 	speech_act #predicating $process complementary_property alertness internal_orientation development_marker supporting 
καὶ λέγει αὐτοῖς Δεῦτε ὀπίσω μου καὶ ποιήσω ὑμᾶς ἁλιεῖς ἀνθρώπων 	development_marker speech_act #predicating $process objectifying extra_participant medial-final alertness 
Δεῦτε ὀπίσω μου καὶ ποιήσω ὑμᾶς ἁλιεῖς ἀνθρώπων 	speech_act #predicating grouped 
οἱ δὲ εὐθέως ἀφέντες τὰ δίκτυα ἠκολούθησαν αὐτῷ 	speech_act #predicating instantiator_construal circumstance circumstance $process objectifying peripheral medial-final complete internal_orientation development_marker progressive 
Καὶ προβὰς ἐκεῖθεν εἶδεν ἄλλους δύο ἀδελφούς Ἰάκωβον τὸν τοῦ Ζεβεδαίου καὶ Ἰωάννην τὸν ἀδελφὸν αὐτοῦ ἐν τῷ πλοίῳ μετὰ Ζεβεδαίου τοῦ πατρὸς αὐτῶν καταρτίζοντας τὰ δίκτυα αὐτῶν 	development_marker speech_act #predicating circumstance $process objectifying complementary_property complete internal_orientation 
καὶ ἐκάλεσεν αὐτούς 	development_marker speech_act #predicating $process objectifying complete internal_orientation 
